smiles,true_category
CC(=O)NS(=O)(=O)C1=C(N=CC=C1)NC2=CC(=CC=C2)Cl,1
CC(=O)NS(=O)(=O)C1=C(N=CC=C1)NC2=CC=C(C=C2)Cl,1
CC(=O)NS(=O)(=O)C1=CC=C(C=C1)N,1
CC(=O)NS(=O)(=O)C1=CC=C(C=C1)NC(=O)/C=C/C2=CC=CC=C2Cl,1
CC(=O)NS(=O)(=O)C1=CC=C(C=C1)NC(=O)C(C2=CC=CC=C2)SC3=CC=CC=C3,1
CC(=O)NS(=O)(=O)C1=CC=C(C=C1)NC(=O)C2=CC(=C(C=C2)OC)[N+](=O)[O-],1
CC(=O)NS(=O)(=O)C1=CC=C(C=C1)NC(=O)C2=CC(=CC=C2)S(=O)(=O)N3CCC4=CC=CC=C43,1
CC(=O)NS(=O)(=O)C1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)OC,1
CC(=O)NS(=O)(=O)C1=CC=C(C=C1)NC(=O)CCC2CCCC2,1
CC(=O)NS(=O)(=O)C1=CC=C(C=C1)NC(=O)COC2=CC=CC=C2OC,1
CC(=O)NS(=O)(=O)C1=CC=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)F,0
CC(=O)NS(=O)(=O)C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC=C2[N+](=O)[O-],1
CC(=O)NS(=O)(=O)C1=CC=CC=C1,1
CC(=O)N[C@@H](C(=O)O)C(C)(C)SN=O,0
CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)O,0
CC(=O)N[C@@H](CC(=O)O)C(=O)O,0
CC(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)OCC(=O)NCC3=CC4=C(C=C3)OCO4,1
CC(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)OCC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F,0
CC(=O)N[C@@H](CS)C(=O)O,0
CC(=O)N[C@@H]1CCC2=CC(=C(C(=C2C3=C1[C@@H]4[C@H]3C=C(C4=O)OC)OC)OC)OC,1
CC(=O)N[C@@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,0
CC(=O)N[C@@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)SC)OC)OC)O[C@@H]4[C@H]([C@@H]([C@@H]([C@@H](O4)CO)O)O)O,0
CC(=O)N[C@@H]1CCSC1=O,0
CC(=O)N[C@@H]1CONC1=O,0
CC(=O)N[C@@H]1[C@H]([C@H]2[C@@H](COC(O2)C3=CC=C(C=C3)OC)O[C@@H]1O)O,1
CC(=O)N[C@H](CC1=CC=C(C=C1)O)C(=O)O,0
CC(=O)N[C@H](CC1=CNC2=CC=CC=C21)C(=O)O,0
CC(=O)N[C@H](CS)C(=O)O,0
CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)O)OC)OC)OC,0
CC(=O)N[C@H]1C[C@@H]1C2=CC=CC=C2,1
CC(=O)Nc1cc2ccc3cccc4ccc(c1)c2c34,1
CC(=O)Nc1ccc(C2=C/C(=C\c3ccc(C#N)cc3)C(=O)N2)cc1,1
CC(=O)Nc1ccc(C2=C/C(=C\c3ccc(C#N)cc3)C(=O)N2CC(C)C)cc1,1
CC(=O)Nc1ccc(C2=C/C(=C\c3ccc(C#N)cc3)C(=O)O2)cc1,1
CC(=O)Nc1ccc(C2=C/C(=C\c3ccc([N+](=O)[O-])cc3)C(=O)O2)cc1,1
CC(=O)Nc1ccc(C2=N/C(=C\c3ccc(C#N)cc3)C(=O)O2)cc1,1
CC(=O)Nc1ccc(O)cc1,1
CC(=O)Nc1ccc(S(=O)(=O)O)c(/N=N/c2c(O)c3ccccc3n(C)c2=O)c1,1
CC(=O)Nc1ccc2c(c1)c(=O)c1cc(NC(C)=O)ccc1n2CCCCCC(=O)O,1
CC(=O)Nc1ccc2c(c1)c(=O)c1ccccc1n2CCCCCC(=O)O,1
CC(=O)Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,1
CC(=O)Nc1ccc2c3cccc4cccc(c5cccc1c52)c43,1
CC(=O)Nc1ccc2ccc3cccc4ccc1c2c34,1
CC(=O)Nc1cccc2c1C#Cc1c(cccc1C(=O)N(C)C)OCCCO2,1
CC(=O)Nc1ccccc1C(=O)OC1CC(C)CCC1C(C)C,1
CC(=O)O.C([C@H]([C@H]([C@@H](C(=O)CN)O)O)O)O,0
CC(=O)O.C1=CC(=C(C(=C1)Cl)/C=N/N=C(N)N)Cl,1
CC(=O)O.C1=CC(=CC=C1CN)S(=O)(=O)N,0
CC(=O)O.C1=CC=C2C(=C1)N=C3N2C(N=C(N3)N)C4=CC=C(C=C4)Br,1
CC(=O)O.C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F,0
CC(=O)O.C1CN=C2N(C1)C(=O)/C(=C/C3=CC=C(C=C3)O)/S2,1
CC(=O)O.CC(=O)O.C1C[C@H](N(C1)C(=O)[C@@H](CCCCNC(=O)OCC2=CC=CC=C2)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)NC3=CC=C(C=C3)[N+](=O)[O-],1
CC(=O)O.CC(=O)O.CC(=O)O.COC1=CC(=CC2=CC=CC=C21)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)OCC3=CC=CC=C3,1
CC(=O)O.CC(=O)OC1=CC2=C(C=C1)C3(CC(O2)C4=CC=CC=C4)CC(NC(=O)N3)(C)C,1
CC(=O)O.CC(=O)OC1=CC=C(C=C1)C2=CSC(=N2)NC3=CC=C(C=C3)S(=O)(=O)N,1
CC(=O)O.CN(C)CC#CCCCCCCC#C,1
CC(=O)O.CN(C)CC1=CN(C2=CC=CC=C21)CCC(=O)O,0
CC(=O)O.CN1CCN(CC1)CN2C(=O)C3C4C=CC(C3C2=O)C5C4C6C5C(=O)N(C6=O)CN7CCN(CC7)C,0
CC(=O)O.COC1=C(C=C(C=C1)C2NC3=CC=CC=C3C(=O)N2CC4=CC=CO4)CN5C(=O)C6=CC=CC=C6C5=O,0
CC(=O)O.COC1=CC=C(C=C1)N2C(=O)C(N(C2=O)NC(=O)CCC3=CC=CC=C3)CC(=O)N,1
CC(=O)O/N=C/C1=C(N(C2=CC=CC=C21)C)N3CCOCC3,1
CC(=O)OC(C)(C)C#CCN1CCCC1,1
CC(=O)OC(C)(C)N=NC1=CC=C(C=C1)Br,0
CC(=O)OC(C1=CC(=C(C=C1)Cl)Cl)C(=O)NC2CCCCC2,1
CC(=O)OC(C1=CC(=CC=C1)F)C(=O)NC2CCCCC2,1
CC(=O)OC(C1=CC=C(C=C1)C#N)C(=O)NC2CCCCC2,0
CC(=O)OC(C1=CC=CC=C1)C(=O)N2CCN(CC2)C3=CC=C(C=C3)F,1
CC(=O)OC(C1=CC=CC=C1)C(=O)N2CCN(CC2)C3=CC=C(C=C3)OC,1
CC(=O)OC(C1=CC=CC=C1)C(=O)N2CCN(CC2)C3=CC=CC=C3F,1
CC(=O)OC(C1=CC=CC=C1)C(=O)N2CCN(CC2)C3=CC=CC=C3OC,1
CC(=O)OC(C1=CC=CC=C1)C(=O)NC2CCCCC2,0
CC(=O)OC(C1=CC=CC=C1)C(=O)NN2C(=NC3=CC(=C(C=C3C2=O)OC)OC)C4CCC4,0
CC(=O)OC(C1=CC=CC=C1Cl)C(=O)NC2CCCCC2,1
CC(=O)OC(C1=CC=CC=C1Cl)C(=O)NCC2=CC3=C(C=C2)OCO3,0
CC(=O)OC(C1=CC=CC=N1)C(=O)NCC2=CC=C(C=C2)OC,0
CC(=O)OC(C1=CC=NC=C1)C(=O)NC2CCCCC2,1
CC(=O)OC(C1=CC=NC=C1)C(=O)NCC2=CC=CO2,0
CC(=O)OC(C1=CN=CC=C1)C(=O)NCC2=CC=CO2,1
CC(=O)OC(C1=CN=CC=C1)C(=O)NCCC2=CC=CC=C2,0
CC(=O)OC(CN1C=CN=C1)C2=CC=CC=C2.Cl,1
CC(=O)OC(CN1CCCCC1)COC2=CC=CC=C2CC=C.Cl,1
CC(=O)OC(COC1=C(C2=C(C=C1)C(=C3C=COC3=N2)OC)OC)C(C)(C)O,1
CC(=O)OC1(C(=O)NC2=CC=CC=C2O1)C(F)(F)F,1
CC(=O)OC1(CCN(C2C1CCCC2)C)C3=CC=CC=C3.Cl,1
CC(=O)OC1(CN2CCC1C3=CC=CC=C32)CC4=CC=CC=C4.Cl,1
CC(=O)OC12CC3CC(C1)C(=NO)C(C3)C2,1
CC(=O)OC1=C(C(=C(C2=CC=CC=C21)OC(=O)C)Cl)N3CCOCC3,1
CC(=O)OC1=C(C(=C(C=C1)/C=C/C2=NC3=CC=CC=C3C=C2)[N+](=O)[O-])OC,1
CC(=O)OC1=C(C2=CC=CC=C2C=C1)C(C3=CC=C(C=C3)Cl)NC(=O)CC4=CC=CC=C4,1
CC(=O)OC1=C(C2=CC=CC=C2C=C1)C(C3=CC=CC=C3)NC(=O)CC4=CC=CC=C4,1
CC(=O)OC1=C(C2=CC=CC=C2C=C1)C(C3=CC=CC=C3Cl)NC(=O)CC4=CC=CC=C4,1
CC(=O)OC1=C(C=C(C=C1)/C=C\2/C(=O)N3C(=NC(=N3)C4=CC=NC=C4)S2)OC,0
CC(=O)OC1=C(C=C(C=C1)C(=O)NC2=C(C=C(C=C2)O)C(=O)O)OC,1
CC(=O)OC1=C(C=C(C=C1)C(=O)NC2=CC=C(C=C2)C(=O)O)OC,1
CC(=O)OC1=C(C=C(C=C1)C(=O)NC2=CC=C(C=C2)O)OC,1
CC(=O)OC1=C(C=C(C=C1)C(=O)O)OC,0
CC(=O)OC1=C(C=C(C=C1)C(=O)O)OC(=O)C,0
CC(=O)OC1=C(C=C(C=C1)C(=O)OC2CC3CCC2(C3(C)C)C)OC,1
CC(=O)OC1=C(C=C(C=C1)C(=O)OCC(=O)C2=C(N(C(=O)N(C2=O)C)C)N)OC(=O)C,1
CC(=O)OC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C=C3OC(=O)C)OC(=O)C)OC(=O)C,1
CC(=O)OC1=C(C=C(C=C1)C2N(CCN2C3=CC=CC=C3)C4=CC=CC=C4)OC,1
CC(=O)OC1=C(C=C(C=C1)C2NC3=CC=CC4=C3C(=CC=C4)N2)OC,1
CC(=O)OC1=C(C=C(C=C1)N2C(=O)C3C4C=CC(C3C2=O)C5C4C5)[N+](=O)[O-],1
CC(=O)OC1=C(C=C(C=C1Cl)Cl)/C=C/C2=NC3=CC=CC=C3C=C2,1
CC(=O)OC1=C(C=C(C=C1OC)C2NC3=CC=CC4=C3C(=CC=C4)N2)OC,0
CC(=O)OC1=C(C=C2C(=C1)OC3=CC(=C(C=C3C24C5=C(C(=C(C=C5)NC)N)C(=O)O4)F)OC(=O)C)F,1
CC(=O)OC1=C(C=C2C(=C1)OC3=CC(=C(C=C3C24C5=C(C=C(C=C5)C(=O)O)C(=O)O4)Cl)OC(=O)C)Cl,1
CC(=O)OC1=C(C=C2C(=C1)OC3=CC(=C(C=C3C24C5=CC=CC=C5C(=O)O4)Cl)OC(=O)C)Cl,1
CC(=O)OC1=C(C=C2C(C3=CC(=C(C=C3OC2=C1)OC(=O)C)Cl)C4=CC=CC=C4C(=O)O)Cl,1
CC(=O)OC1=C(C=C2C3=C(CCC3)C(=O)OC2=C1)Cl,1
CC(=O)OC1=C(C=CC(=C1)C(F)(F)F)C(=O)O,0
CC(=O)OC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C(=C(C=C3O2)OC)OC(=O)C)OC)OC)OC,0
CC(=O)OC1=C(C=CC(=C1)OC)C2=NN(C(C2)C3=CC=CC=C3)C(=O)/C=C/C4=CC=CC=C4,1
CC(=O)OC1=C(C=CC=C1OC)/C=C/C2=NC3=CC=CC=C3C=C2,1
CC(=O)OC1=C(CN2C=CC3=C2C1=CC=C3)C#N,1
CC(=O)OC1=C(N=C(O1)C2=CC=CC=C2)/C=N/C3=CC=CC=N3,1
CC(=O)OC1=C(N=C(O1)C2=CC=CC=C2)C=NC3=CC=CC=C3,1
CC(=O)OC1=C(N=C(O1)C2=CC=CC=C2)C=NC3=CC=CC=C3OC,1
CC(=O)OC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,1
CC(=O)OC1=C2C(C3=C(N=C2C4=CC=CC=C41)N(C(=O)N(C3=O)C)C)C5=CC=C(C=C5)OC,1
CC(=O)OC1=C2COC(=O)C2=C(C3=CC(=C(C=C31)OC)OC)C4=CC5=C(C=C4)OCO5,1
CC(=O)OC1=CC(=C(C=C1)NC(=O)C2CCCCC2)C(=O)O,1
CC(=O)OC1=CC(=NC2=CC=CC=C21)/C=C/C3=C(C(=CC(=C3)OC)[N+](=O)[O-])OC(=O)C,1
CC(=O)OC1=CC2=C(C=C1)C(C3=C(O2)C=C(C=C3)OC(=O)C)C4=CC=CC=C4C(=O)O,1
CC(=O)OC1=CC2=C(C=C1)C3(C4=C(C=C(C=C4)C(=O)N(CC(=O)OC)CC(=O)OC)C(=O)O3)C5=C(O2)C=C(C=C5)N(C)C6=CC=C(C=C6)O,1
CC(=O)OC1=CC2=C(C=C1)C3(C4=C(C=C(C=C4)C(=O)O)C(=O)O3)C5=C(O2)C=C(C=C5)OC(=O)C,1
CC(=O)OC1=CC2=C(C=C1)C3(C4=C(C=C(C=C4)C(=O)ON5C(=O)CCC5=O)C(=O)O3)C6=C(O2)C=C(C=C6)OC(=O)C,1
CC(=O)OC1=CC2=C(C=C1)C3(C4=C(C=C(C=C4)CCl)C(=O)O3)C5=C(O2)C=C(C=C5)OC(=O)C,1
CC(=O)OC1=CC2=C(C=C1)C3(C4=C(O2)C=C(C=C4)OC(=O)C)C5=C(C=CC(=C5)C(=O)O)C(=O)O3,1
CC(=O)OC1=CC2=C(C=C1)C3(C4=C(O2)C=C(C=C4)OC(=O)C)C5=C(C=CC(=C5)C(=O)ON6C(=O)CCC6=O)C(=O)O3,1
CC(=O)OC1=CC2=C(C=C1)C3(C4=C(O2)C=C(C=C4)OC(=O)C)C5=CC(=C(C=C5C(=O)O3)N)N,1
CC(=O)OC1=CC2=C(C=C1)C3(C4=C(O2)C=C(C=C4)OC(=O)C)C5=CC=CC=C5C(=O)O3,1
CC(=O)OC1=CC2=C(C=C1)C3(CC(O2)C4=CC=CC=C4)CC(NC(=S)N3)(C)C,1
CC(=O)OC1=CC2=C(C=C1)C3=C(C=C2)C4(C5=C(C=C(C=C5)C(=O)O)C(=O)O4)C6=C(O3)C7=C(C=C6)C=C(C=C7)OC(=O)C,1
CC(=O)OC1=CC2=C(C=C1)C=C(C(=O)O2)C3=NC4=CC=CC=C4N3C,1
CC(=O)OC1=CC2=C(C=C1)C=CC(=O)O2,1
CC(=O)OC1=CC2=C(C=C1)OC(=C2[N+](=O)[O-])/C=C/N(C)C,1
CC(=O)OC1=CC2=C(C=C1)OC(=O)C3=C2CCCN3C(=O)CN4CCN(CC4)C5=NC=CC=N5,0
CC(=O)OC1=CC2=C(C=C1)OC3=C2C(=O)CCC3,1
CC(=O)OC1=CC2=C(C=C1)OC=C2C(=O)C3=CC=CS3,1
CC(=O)OC1=CC2=C(C=C1)OCC3=CC=CC=C3C2=O,1
CC(=O)OC1=CC2=C(C=CC3=C2OC(=O)C=C3)OC1(C)C,1
CC(=O)OC1=CC2=CC[C@H]3[C@H]4CCC(=O)[C@]4(CC(=O)[C@@]3([C@@]2(CC1)C)S)C,0
CC(=O)OC1=CC=C(C=C1)/C=C\2/C(=O)N3C(=NC=N3)S2,1
CC(=O)OC1=CC=C(C=C1)/C=C\2/C(=O)OC(=N2)C3CCCCC3,1
CC(=O)OC1=CC=C(C=C1)/C=N/NS(=O)(=O)C2=CC=CC=C2,1
CC(=O)OC1=CC=C(C=C1)C(=O)N(CCC(=O)OC)C2=CC=CC=N2,1
CC(=O)OC1=CC=C(C=C1)C(=O)NC2=CC3=C(C=C2)C(=O)N(C3=O)CCC(=O)O,1
CC(=O)OC1=CC=C(C=C1)C(=O)NC2=CC=CC(=C2)C(=O)C3=CC(=CC=C3)NC(=O)C4=CC=C(C=C4)OC(=O)C,1
CC(=O)OC1=CC=C(C=C1)C(=O)NC2=CC=CC(=C2)C(=O)NC(C)(C)C,1
CC(=O)OC1=CC=C(C=C1)C(=O)NC2=NC=CS2,1
CC(=O)OC1=CC=C(C=C1)C(=O)NCCC2=CC=CC=C2,1
CC(=O)OC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC(=O)C)C3=CC=CC=N3,1
CC(=O)OC1=CC=C(C=C1)C2=CC(=CC=C2)C(=O)O,1
CC(=O)OC1=CC=C(C=C1)C2=CC(=CC=C2)C(=O)OC3=CC=CC=C3,1
CC(=O)OC1=CC=C(C=C1)C2=CSC(=N2)NC3=CN=CC=C3,1
CC(=O)OC1=CC=C(C=C1)C2=NC(=NO2)C3=CN=CC=C3,1
CC(=O)OC1=CC=C(C=C1)N2C(=O)C3=CC=CC=C3C4=CC=CC=C4C2=O,1
CC(=O)OC1=CC=C(C=C1)N2C(=O)CC(C2=O)N3CCOCC3,1
CC(=O)OC1=CC=C(C=C1)N2C(=O)CCC2=O,1
CC(=O)OC1=CC=C(C=C1)NC(=O)CC2=CC=CC=C2,1
CC(=O)OC1=CC=C(C=C1)NC(=O)CSC2=CC=CC=C2,0
CC(=O)OC1=CC=CC(=C1)/C=C\2/C(=O)N3C(=NC(=N3)C4=CC=CO4)S2,1
CC(=O)OC1=CC=CC(=C1)C(=O)N(CCC(=O)OC)C2=CC=CC=N2,1
CC(=O)OC1=CC=CC(=C1)C(=O)NC2=CNC(=O)NC2=O,1
CC(=O)OC1=CC=CC(=C1)N2C(=O)C3=C(C2=O)C=C(C=C3)C(=O)O,1
CC(=O)OC1=CC=CC(=C1)N2C(=O)C3C4CC(C3C2=O)C=C4,1
CC(=O)OC1=CC=CC(=C1)N2C(=O)C3CC=CCC3C2=O,1
CC(=O)OC1=CC=CC(=C1)N2C(=O)CC(C2=O)NC3=CC=C(C=C3)N4CCOCC4,1
CC(=O)OC1=CC=CC(=C1)NC(=O)C2=CC(=CC=C2)OC,1
CC(=O)OC1=CC=CC2=C1C(=O)C3=C(C2=O)C=C(C=C3OC(=O)C)C(=O)O,0
CC(=O)OC1=CC=CC=C1C(=O)NC2=NC=C(S2)[N+](=O)[O-],1
CC(=O)OC1=CC=CC=C1C(=O)O,0
CC(=O)OC1=CC=CC=C1C(=O)OC2=CC=C(C=C2)/C=N/N3C=NN=C3,1
CC(=O)OC1=CC=CC=C1C(=O)OC2=CC=CC=C2C(=O)O,0
CC(=O)OC1=CC=CC=C1N2C(=O)C3=C(C2=O)C=C(C=C3)C(=O)O,1
CC(=O)OC1C(=O)N(C2=C(C=C(C=C2)Br)C(=N1)C3=CC=CC=C3)C,1
CC(=O)OC1C(=O)NC2=CC=CC=C2C(=N1)C3=CC=CC=C3,0
CC(=O)OC1C2=CC=CC=C2C(=O)N1CC3=CC=CC=C3,1
CC(=O)OC1C2=CC=CC=C2C(=O)N1CC3=CC=CC=C3Cl,1
CC(=O)OC1C2CCC1C(CC2)[NH+]3CCCC3.[Cl-],1
CC(=O)OC1C2CCCC1C(CC2)N3CCCC3.Cl,1
CC(=O)OC1CC(N(C(C1)(C)C)OC(=O)C2=CC=C(C=C2)N)(C)C,1
CC(=O)OC1CC(N(C(C1)(C)C)OC(=O)C2=CC=CC=C2)(C)C,1
CC(=O)OC1CC(N(C(C1)(C)C)OC(=O)CCCN2C(=O)C3=CC=CC=C3C2=O)(C)C,1
CC(=O)OC1CC2(C(CCC2=O)C3C1C4=C(CC3)C=C(C=C4)O)C,1
CC(=O)OC1CCC2(C(C1(C)C)CCC(C2COC3=CC4=C(C=C3)C=CC(=O)O4)(C)O)C,1
CC(=O)OC1CN2C3=CC=CC=C3N=C2SC1,0
CC(=O)OC1COC(C(C1OC(=O)C)OC(=O)C)N2C=CC3=C2C=CC(=C3)[N+](=O)[O-],1
CC(=O)OC1COC(C(C1OC(=O)C)OC(=O)C)N2C=CC3=CC=CC=C32,1
CC(=O)OC1COC(C(C1OC(=O)C)OC(=O)C)N2CCC3=C2C=CC(=C3)[N+](=O)[O-],1
CC(=O)OCC#CCSC1=NC2=CC=CC=C2N1C,1
CC(=O)OCC(=O)NC1=C(C=C(C=C1)Cl)Cl,1
CC(=O)OCC(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])Cl,1
CC(=O)OCC(=O)NC1=CC=CC=C1C(=O)OC,0
CC(=O)OCC(=O)NCC1=CC2=C(C=C1)OCO2,1
CC(=O)OCC(=O)[C@@H]1CC[C@@H]2[C@]1(CC(=O)[C@@H]3[C@@H]2CC[C@@H]4[C@@]3(CC[C@@H](C4)O)C)C,0
CC(=O)OCC(=O)[C@@]12[C@@H](C[C@@H]3[C@@]1(C[C@@H]([C@]4([C@H]3CCC5=CC(=O)C=C[C@@]54C)F)O)C)OC6(O2)CCCC6,1
CC(=O)OCC(=O)[C@@]12[C@@H](C[C@@H]3[C@@]1(C[C@@H]([C@]4([C@H]3C[C@@H](C5=CC(=O)C=C[C@@]54C)F)F)O)C)OC(O2)(C)C,1
CC(=O)OCC(=O)[C@@]12[C@@H](C[C@@H]3[C@@]1(C[C@H]([C@@]4([C@@H]3C[C@@H](C5=CC(=O)C=C[C@]54C)F)F)O)C)OC(O2)(C)C,0
CC(=O)OCC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,0
CC(=O)OCC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,0
CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(CC(=O)[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)O,1
CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)C=C[C@]34C)O)C)O,0
CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)O,1
CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)Cl)Cl)C)O,0
CC(=O)OCC(=O)[C@]1(CC[C@H]2[C@@]1(C[C@@H]([C@@]3([C@@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)O,0
CC(=O)OCC(=O)[C@]1(CC[C@H]2[C@@]1(C[C@@H]([C@@]3([C@@H]2CCC4=CC(=O)CC[C@@]43C)F)O)C)O,0
CC(=O)OCC(=O)[C@]1(CC[C@H]2[C@]1(CC(=O)[C@H]3[C@H]2CCC4=CC(=O)CC[C@@]34C)C)O,0
CC(=O)OCC(=O)[C@]12[C@@H](C[C@@H]3[C@]1(CC[C@H]4[C@@H]3CC=C5[C@@]4(CC[C@@H](C5)O)C)C)OC(O2)(C)C,0
CC(=O)OCC(C)(C1CC2=C(C3=CC=CC=C3N=C2O1)OC)O,1
CC(=O)OCC(CCN1C=NC2=CN=C(N=C21)N)COC(=O)C,1
CC(=O)OCC1=C(C=CC(=C1)/C=N/NC(=O)C2=CC(=NC3=CC=CC=C32)C4=CC=CC=C4OC)OC,1
CC(=O)OCC1=C(N(N=C1C(F)(F)F)C)SCC2=CC=C(C=C2)Cl,1
CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N\OC)/C3=CSC(=N3)N)SC1)C(=O)[O-].[Na+],0
CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)CC3=CC=CS3)SC1)C(=O)[O-].[Na+],0
CC(=O)OCC1=C(N2[C@H]([C@@H](C2=O)N)SC1)C(=O)O,0
CC(=O)OCC1=C(N2[C@H]([C@@H](C2=O)NC(=O)/C(=N\OC)/C3=CSC(=N3)N)SC1)C(=O)[O-].[Na+],0
CC(=O)OCC1=C(N2[C@H]([C@@H](C2=O)NC(=O)CC3=CC=CS3)SC1)C(=O)[O-].[Na+],0
CC(=O)OCC1=C(N2[C@H]([C@@H](C2=O)NC(=O)CCC[C@H](C(=O)[O-])N)SC1)C(=O)[O-].[Zn+2],0
CC(=O)OCC1=C(N2[C@H]([C@@H](C2=O)NC(=O)CSC3=CC=NC=C3)SC1)C(=O)[O-].[Na+],0
CC(=O)OCC1=C([N+](=O)C2=CC=CC=C2N1[O-])COC(=O)C,1
CC(=O)OCC1=CC(=O)N(C(=O)N1C)C,0
CC(=O)OCC1=NC2=C(C3=C(S2)CCCC3)C(=O)N1,1
CC(=O)OCC1C(C(C(C(O1)C2=CC=CC=C2)OC(=O)C)OC(=O)C)OC(=O)C,1
CC(=O)OCC1C(C(C(C(O1)N2C=CC3=CC=CC=C32)OC(=O)C)OC(=O)C)OC(=O)C,1
CC(=O)OCC1C(C(C(C(O1)OC(=O)C)NC(=O)CC2=CC=CC=C2)OC(=O)C)OC(=O)C,1
CC(=O)OCC1C(C(C(C(O1)SC2=CC=CC3=C2N=CC=C3)OC(=O)C)OC(=O)C)OC(=O)C,1
CC(=O)OCC1C(C(C(O1)N2C(=O)N(C(=O)C=N2)CC3=CC=CC=C3)OC(=O)C)OC(=O)C,1
CC(=O)OCC1C(C(C(O1)N2C=CC(=O)NC2=O)O)O,0
CC(=O)OCCCCCCCCCCC[N+]1(CCCCC1)C.[I-],1
CC(=O)OCCCCON1C(=O)C2=CC=CC=C2C1=O,0
CC(=O)OCCCN1C(=O)C2=C(C1=O)C=C(C=C2)Br,0
CC(=O)OCCCN1C2=CC=CC=C2NC3=NN=C(C=C31)C4=CC=CC=C4,1
CC(=O)OCCCNC1=C(C2=NON=C2C(=C1)SC3=NC4=CC=CC=C4S3)[N+](=O)[O-],1
CC(=O)OCCN(CC1=CC=CC=C1)CC2=CC3=C(C=C2)OCO3,1
CC(=O)OCCN1C(=O)C2=C(C1=O)N=CC=C2,0
CC(=O)OCCN1C(=O)c2cccc3c(Oc4ccc(C#N)cc4)ccc(c23)C1=O,1
CC(=O)OCCN1C(=O)c2cccc3c(Oc4ccc(C=O)cc4)ccc(c23)C1=O,1
CC(=O)OCCN1C(=O)c2cccc3c(Oc4ccccc4C)ccc(c23)C1=O,1
CC(=O)OCCN1C2=C(N=C1Br)N(C(=O)NC2=O)C,0
CC(=O)OCCNC(=O)C1=CC2=CC=CC=C2OC1=O,1
CC(=O)OCCNC(=O)CN1C=NC2=C1C(=O)N(C(=O)N2C)C,1
CC(=O)OCCOC1=NC(=NC(=N1)N(C)C)N(C)C,0
CC(=O)OCCOCCN1C(=O)c2cc(NCCOCCO)c3c4c(cc(NCCOCCO)c(c24)C1=O)C(=O)N(CCOCCOC(C)=O)C3=O,1
CC(=O)OCC[N+](C)(C)C.[Br-],0
CC(=O)OCN(C#N)C1=NC(=NC(=N1)N(C)C)N(C)C,1
CC(=O)OCN1C(=O)C2=CC=CC=C2N=N1,0
CC(=O)OCOC(=O)C1=CC(=C(C=C1)C2=CC3=CC(=C(C=C3O2)N4CCOCCN(CCOCCOCC4)C5=C(C=C6C=C(OC6=C5)C7=C(C=C(C=C7)C(=O)OCOC(=O)C)C(=O)OCOC(=O)C)OC)OC)C(=O)OCOC(=O)C,1
CC(=O)OCOC(=O)C1=CC(=C2C=CC=CN2C1=O)C3=C4C=C(C(=O)C=C4OC5=CC(=C(C=C53)F)OC(=O)C)F,1
CC(=O)OCOC(=O)C1=CC2=C(C=C1)C3(C4=C(C=C(C=C4)N(C)C)OC5=C3C=CC6=C5C=CC(=C6)OC(=O)C)OC2=O,1
